Date,1 yr versus 3 mo,2 yr vs 3 mo,5 yr vs 2 yr,10 yr vs 2 yr,10 yr vs 3 mo
4/5/2016,0.33,0.49,0.45,1.01,1.5
4/4/2016,0.36,0.52,0.47,1.03,1.55
4/1/2016,0.39,0.53,0.48,1.03,1.56
3/31/2016,0.38,0.52,0.48,1.05,1.57
3/30/2016,0.41,0.56,0.5,1.07,1.63
3/29/2016,0.4,0.55,0.51,1.03,1.58
3/28/2016,0.36,0.6,0.48,1,1.6
3/24/2016,0.33,0.59,0.5,1.02,1.61
3/23/2016,0.34,0.57,0.5,1.01,1.58
3/22/2016,0.34,0.61,0.51,1.03,1.64
3/21/2016,0.32,0.56,0.51,1.05,1.61
3/18/2016,0.32,0.54,0.5,1.04,1.58
3/17/2016,0.35,0.58,0.52,1.04,1.62
3/16/2016,0.35,0.56,0.54,1.07,1.63
3/15/2016,0.37,0.64,0.52,0.99,1.63
3/14/2016,0.36,0.63,0.52,1,1.63
3/11/2016,0.37,0.64,0.52,1.01,1.65
3/10/2016,0.37,0.61,0.52,1,1.61
3/9/2016,0.38,0.6,0.49,1,1.6
3/8/2016,0.39,0.59,0.46,0.95,1.54
3/7/2016,0.35,0.59,0.51,1,1.59
3/4/2016,0.38,0.59,0.5,1,1.59
3/3/2016,0.37,0.57,0.48,0.98,1.55
3/2/2016,0.31,0.49,0.49,0.99,1.48
3/1/2016,0.35,0.52,0.46,0.98,1.5
2/29/2016,0.29,0.45,0.44,0.96,1.41
2/26/2016,0.27,0.47,0.43,0.96,1.43
2/25/2016,0.24,0.4,0.44,0.99,1.39
2/24/2016,0.22,0.42,0.46,1,1.42
2/23/2016,0.23,0.44,0.47,0.98,1.42
2/22/2016,0.22,0.45,0.47,0.99,1.44
2/19/2016,0.22,0.45,0.48,1,1.45
2/18/2016,0.23,0.41,0.5,1.04,1.45
2/17/2016,0.23,0.44,0.52,1.07,1.51
2/16/2016,0.21,0.44,0.49,1.04,1.48
2/12/2016,0.21,0.41,0.49,1.03,1.44
2/11/2016,0.19,0.36,0.47,0.99,1.35
2/10/2016,0.21,0.4,0.44,1,1.4
2/9/2016,0.22,0.39,0.46,1.05,1.44
2/8/2016,0.19,0.34,0.5,1.09,1.43
2/5/2016,0.25,0.44,0.51,1.12,1.56
2/4/2016,0.23,0.41,0.55,1.17,1.58
2/3/2016,0.21,0.39,0.55,1.16,1.55
2/2/2016,0.2,0.41,0.53,1.12,1.53
2/1/2016,0.12,0.46,0.57,1.16,1.62
1/29/2016,0.14,0.43,0.57,1.18,1.61
1/28/2016,0.12,0.48,0.57,1.17,1.65
1/27/2016,0.15,0.52,0.59,1.18,1.7
1/26/2016,0.16,0.54,0.6,1.16,1.7
1/25/2016,0.16,0.57,0.59,1.15,1.72
1/22/2016,0.16,0.57,0.61,1.19,1.76
1/21/2016,0.16,0.56,0.6,1.18,1.74
1/20/2016,0.17,0.59,0.59,1.16,1.75
1/19/2016,0.22,0.62,0.61,1.18,1.8
1/15/2016,0.25,0.61,0.61,1.18,1.79
1/14/2016,0.3,0.65,0.62,1.2,1.85
1/13/2016,0.38,0.69,0.6,1.17,1.86
1/12/2016,0.41,0.72,0.62,1.19,1.91
1/11/2016,0.42,0.73,0.64,1.23,1.96
1/8/2016,0.44,0.74,0.63,1.19,1.93
1/7/2016,0.46,0.76,0.65,1.2,1.96
1/6/2016,0.46,0.78,0.66,1.19,1.97
1/5/2016,0.48,0.84,0.69,1.21,2.05
1/4/2016,0.39,0.8,0.71,1.22,2.02
12/31/2015,0.49,0.9,0.7,1.21,2.11
12/30/2015,0.43,0.87,0.72,1.23,2.1
12/29/2015,0.44,0.86,0.72,1.23,2.09
12/28/2015,0.43,0.82,0.68,1.19,2.01
12/24/2015,0.44,0.83,0.7,1.22,2.05
12/23/2015,0.45,0.81,0.73,1.26,2.07
12/22/2015,0.45,0.78,0.72,1.25,2.03
12/21/2015,0.4,0.72,0.71,1.24,1.96
12/18/2015,0.48,0.78,0.7,1.22,2
12/17/2015,0.46,0.77,0.73,1.24,2.01
12/16/2015,0.43,0.75,0.73,1.28,2.03
12/15/2015,0.44,0.73,0.73,1.3,2.03
12/14/2015,0.42,0.71,0.69,1.26,1.97
12/11/2015,0.45,0.65,0.68,1.25,1.9
12/10/2015,0.47,0.71,0.73,1.29,2
12/9/2015,0.46,0.67,0.71,1.29,1.96
12/8/2015,0.49,0.67,0.74,1.3,1.97
12/7/2015,0.38,0.65,0.73,1.29,1.94
12/4/2015,0.37,0.73,0.75,1.32,2.05
12/3/2015,0.36,0.75,0.78,1.37,2.12
12/2/2015,0.31,0.73,0.69,1.24,1.97
12/1/2015,0.3,0.7,0.68,1.24,1.94
11/30/2015,0.29,0.72,0.71,1.27,1.99
11/27/2015,0.32,0.74,0.72,1.3,2.04
11/25/2015,0.33,0.74,0.73,1.3,2.04
11/24/2015,0.36,0.77,0.73,1.31,2.08
11/23/2015,0.36,0.8,0.76,1.31,2.11
11/20/2015,0.37,0.81,0.77,1.33,2.14
11/19/2015,0.38,0.8,0.77,1.33,2.13
11/18/2015,0.37,0.78,0.79,1.37,2.15
11/17/2015,0.36,0.72,0.8,1.39,2.11
11/16/2015,0.35,0.73,0.78,1.39,2.12
11/13/2015,0.36,0.72,0.81,1.42,2.14
11/12/2015,0.37,0.75,0.84,1.43,2.18
11/10/2015,0.38,0.74,0.85,1.45,2.19
11/9/2015,0.33,0.75,0.86,1.47,2.22
11/6/2015,0.39,0.82,0.83,1.44,2.26
11/5/2015,0.37,0.8,0.8,1.41,2.21
11/4/2015,0.35,0.79,0.8,1.41,2.2
11/3/2015,0.33,0.74,0.79,1.43,2.17
11/2/2015,0.29,0.69,0.8,1.43,2.12
10/30/2015,0.26,0.67,0.77,1.41,2.08
10/29/2015,0.26,0.68,0.78,1.44,2.12
10/28/2015,0.29,0.69,0.74,1.37,2.06
10/27/2015,0.26,0.62,0.73,1.4,2.02
10/26/2015,0.23,0.64,0.75,1.41,2.05
10/23/2015,0.23,0.65,0.77,1.43,2.08
10/22/2015,0.23,0.61,0.75,1.43,2.04
10/21/2015,0.22,0.63,0.73,1.4,2.03
10/20/2015,0.21,0.64,0.74,1.42,2.06
10/19/2015,0.21,0.59,0.74,1.43,2.02
10/16/2015,0.22,0.6,0.75,1.43,2.03
10/15/2015,0.21,0.6,0.73,1.43,2.03
10/14/2015,0.21,0.57,0.72,1.42,1.99
10/13/2015,0.26,0.63,0.72,1.42,2.05
10/9/2015,0.27,0.64,0.76,1.47,2.11
10/8/2015,0.27,0.65,0.75,1.47,2.12
10/7/2015,0.27,0.65,0.72,1.43,2.08
10/6/2015,0.26,0.61,0.73,1.44,2.05
10/5/2015,0.25,0.6,0.74,1.46,2.06
10/2/2015,0.25,0.58,0.71,1.41,1.99
10/1/2015,0.31,0.64,0.73,1.41,2.05
9/30/2015,0.33,0.64,0.73,1.42,2.06
9/29/2015,0.32,0.63,0.73,1.41,2.04
9/28/2015,0.33,0.66,0.75,1.43,2.09
9/25/2015,0.35,0.7,0.78,1.47,2.17
9/24/2015,0.31,0.66,0.77,1.46,2.12
9/23/2015,0.33,0.69,0.77,1.46,2.15
9/22/2015,0.35,0.69,0.75,1.45,2.14
9/21/2015,0.35,0.71,0.79,1.48,2.19
9/18/2015,0.35,0.69,0.76,1.44,2.13
9/17/2015,0.38,0.69,0.8,1.51,2.2
9/16/2015,0.4,0.76,0.8,1.48,2.24
9/15/2015,0.4,0.75,0.79,1.46,2.21
9/14/2015,0.33,0.66,0.78,1.45,2.11
9/11/2015,0.36,0.67,0.81,1.49,2.16
9/10/2015,0.37,0.73,0.8,1.48,2.21
9/9/2015,0.36,0.72,0.78,1.46,2.18
9/8/2015,0.33,0.68,0.79,1.46,2.14
9/4/2015,0.34,0.69,0.76,1.42,2.11
9/3/2015,0.34,0.69,0.78,1.47,2.16
9/2/2015,0.34,0.69,0.8,1.48,2.17
9/1/2015,0.36,0.67,0.79,1.47,2.14
8/31/2015,0.31,0.66,0.8,1.47,2.13
8/28/2015,0.32,0.66,0.8,1.47,2.13
8/27/2015,0.3,0.62,0.81,1.5,2.12
8/26/2015,0.29,0.61,0.82,1.51,2.12
8/25/2015,0.29,0.6,0.81,1.45,2.05
8/24/2015,0.27,0.53,0.8,1.42,1.95
8/21/2015,0.33,0.61,0.8,1.41,2.02
8/20/2015,0.37,0.67,0.81,1.4,2.07
8/19/2015,0.34,0.62,0.83,1.45,2.07
8/18/2015,0.35,0.67,0.86,1.46,2.13
8/17/2015,0.3,0.62,0.86,1.44,2.06
8/14/2015,0.32,0.64,0.88,1.47,2.11
8/13/2015,0.3,0.62,0.86,1.47,2.09
8/12/2015,0.27,0.57,0.85,1.47,2.04
8/11/2015,0.27,0.58,0.85,1.47,2.05
8/10/2015,0.28,0.61,0.89,1.51,2.12
8/7/2015,0.32,0.67,0.86,1.45,2.12
8/6/2015,0.31,0.67,0.91,1.52,2.19
8/5/2015,0.3,0.65,0.92,1.55,2.2
8/4/2015,0.29,0.66,0.86,1.49,2.15
8/3/2015,0.25,0.6,0.84,1.48,2.08
7/31/2015,0.25,0.59,0.87,1.53,2.12
7/30/2015,0.29,0.65,0.9,1.56,2.21
7/29/2015,0.27,0.64,0.92,1.59,2.23
7/28/2015,0.27,0.64,0.92,1.57,2.21
7/27/2015,0.27,0.63,0.9,1.55,2.18
7/24/2015,0.28,0.66,0.94,1.57,2.23
7/23/2015,0.3,0.68,0.94,1.57,2.25
7/22/2015,0.3,0.71,0.94,1.58,2.29
7/21/2015,0.31,0.68,0.98,1.64,2.32
7/20/2015,0.27,0.67,1.01,1.67,2.34
7/17/2015,0.26,0.65,0.99,1.66,2.31
7/16/2015,0.27,0.65,0.99,1.69,2.34
7/15/2015,0.26,0.62,0.99,1.72,2.34
7/14/2015,0.26,0.65,1.01,1.75,2.4
7/13/2015,0.26,0.67,1.02,1.75,2.42
7/10/2015,0.27,0.64,1.03,1.77,2.41
7/9/2015,0.22,0.57,0.98,1.72,2.29
7/8/2015,0.22,0.53,0.95,1.67,2.2
7/7/2015,0.23,0.56,0.97,1.69,2.25
7/6/2015,0.24,0.58,0.96,1.7,2.28
7/2/2015,0.25,0.63,1,1.76,2.39
7/1/2015,0.27,0.68,1.01,1.74,2.42
6/30/2015,0.27,0.63,0.99,1.71,2.34
6/29/2015,0.25,0.62,0.98,1.69,2.31
6/26/2015,0.28,0.71,1.03,1.77,2.48
6/25/2015,0.28,0.67,1.02,1.72,2.39
6/24/2015,0.29,0.67,1.01,1.7,2.37
6/23/2015,0.29,0.69,1.01,1.72,2.41
6/22/2015,0.26,0.67,1,1.69,2.36
6/19/2015,0.24,0.64,0.94,1.61,2.25
6/18/2015,0.25,0.65,0.99,1.69,2.34
6/17/2015,0.26,0.66,0.96,1.65,2.31
6/16/2015,0.27,0.7,0.97,1.61,2.31
6/15/2015,0.26,0.7,0.99,1.64,2.34
6/12/2015,0.26,0.72,1.01,1.65,2.37
6/11/2015,0.27,0.72,1.01,1.66,2.38
6/10/2015,0.26,0.73,1.05,1.75,2.48
6/9/2015,0.25,0.7,1.02,1.7,2.4
6/8/2015,0.25,0.68,1.02,1.69,2.37
6/5/2015,0.26,0.7,1.02,1.68,2.38
6/4/2015,0.25,0.64,0.99,1.65,2.29
6/3/2015,0.24,0.67,1,1.69,2.36
6/2/2015,0.25,0.63,0.97,1.63,2.26
6/1/2015,0.24,0.62,0.91,1.55,2.17
5/29/2015,0.25,0.6,0.88,1.51,2.11
5/28/2015,0.25,0.61,0.89,1.51,2.12
5/27/2015,0.26,0.63,0.89,1.5,2.13
5/26/2015,0.22,0.62,0.9,1.5,2.12
5/22/2015,0.21,0.62,0.93,1.57,2.19
5/21/2015,0.2,0.58,0.93,1.59,2.17
5/20/2015,0.21,0.58,0.97,1.66,2.24
5/19/2015,0.21,0.61,0.97,1.64,2.25
5/18/2015,0.2,0.56,0.96,1.65,2.21
5/15/2015,0.21,0.53,0.91,1.59,2.12
5/14/2015,0.22,0.55,0.95,1.67,2.22
5/13/2015,0.22,0.57,0.98,1.68,2.25
5/12/2015,0.22,0.58,0.97,1.67,2.25
5/11/2015,0.23,0.6,0.97,1.66,2.26
5/8/2015,0.22,0.58,0.91,1.57,2.15
5/7/2015,0.23,0.62,0.92,1.55,2.17
5/6/2015,0.23,0.63,0.93,1.6,2.23
5/5/2015,0.23,0.61,0.92,1.57,2.18
5/4/2015,0.23,0.58,0.91,1.56,2.14
5/1/2015,0.24,0.59,0.9,1.52,2.11
4/30/2015,0.23,0.57,0.85,1.47,2.04
4/29/2015,0.24,0.55,0.87,1.5,2.05
4/28/2015,0.22,0.54,0.83,1.44,1.98
4/27/2015,0.23,0.52,0.82,1.4,1.92
4/24/2015,0.21,0.51,0.8,1.39,1.9
4/23/2015,0.21,0.52,0.82,1.41,1.93
4/22/2015,0.2,0.54,0.84,1.42,1.96
4/21/2015,0.2,0.52,0.8,1.37,1.89
4/20/2015,0.21,0.52,0.78,1.35,1.87
4/17/2015,0.22,0.5,0.8,1.36,1.86
4/16/2015,0.2,0.48,0.81,1.4,1.88
4/15/2015,0.21,0.49,0.82,1.4,1.89
4/14/2015,0.21,0.51,0.81,1.37,1.88
4/13/2015,0.2,0.51,0.84,1.4,1.91
4/10/2015,0.22,0.55,0.84,1.39,1.94
4/9/2015,0.19,0.53,0.84,1.41,1.94
4/8/2015,0.19,0.51,0.81,1.38,1.89
4/7/2015,0.2,0.5,0.8,1.37,1.87
4/6/2015,0.18,0.48,0.8,1.41,1.89
4/3/2015,0.19,0.47,0.77,1.36,1.83
4/2/2015,0.23,0.53,0.8,1.37,1.9
4/1/2015,0.24,0.52,0.77,1.32,1.84
3/31/2015,0.23,0.53,0.81,1.38,1.91
3/30/2015,0.23,0.54,0.83,1.38,1.92
3/27/2015,0.23,0.54,0.84,1.37,1.91
3/26/2015,0.25,0.58,0.86,1.4,1.98
3/25/2015,0.21,0.55,0.82,1.34,1.89
3/24/2015,0.22,0.56,0.79,1.3,1.86
3/23/2015,0.21,0.57,0.81,1.32,1.89
3/20/2015,0.23,0.59,0.82,1.33,1.92
3/19/2015,0.23,0.6,0.85,1.35,1.95
3/18/2015,0.2,0.54,0.84,1.36,1.9
3/17/2015,0.22,0.65,0.86,1.36,2.01
3/16/2015,0.21,0.61,0.91,1.44,2.05
3/13/2015,0.21,0.65,0.92,1.45,2.1
3/12/2015,0.21,0.64,0.92,1.43,2.07
3/11/2015,0.22,0.67,0.9,1.41,2.08
3/10/2015,0.23,0.68,0.92,1.44,2.12
3/9/2015,0.25,0.68,0.96,1.5,2.18
3/6/2015,0.26,0.72,0.97,1.51,2.23
3/5/2015,0.23,0.63,0.92,1.46,2.09
3/4/2015,0.25,0.65,0.94,1.46,2.11
3/3/2015,0.24,0.66,0.93,1.44,2.1
3/2/2015,0.2,0.64,0.91,1.42,2.06
2/27/2015,0.2,0.61,0.87,1.37,1.98
2/26/2015,0.19,0.63,0.88,1.37,2
2/25/2015,0.19,0.59,0.86,1.35,1.94
2/24/2015,0.2,0.58,0.87,1.39,1.97
2/23/2015,0.2,0.62,0.92,1.42,2.04
2/20/2015,0.21,0.65,0.94,1.46,2.11
2/19/2015,0.21,0.65,0.91,1.44,2.09
2/18/2015,0.21,0.6,0.9,1.45,2.05
2/17/2015,0.23,0.68,0.92,1.44,2.12
2/13/2015,0.22,0.65,0.87,1.36,2.01
2/12/2015,0.21,0.59,0.89,1.38,1.97
2/11/2015,0.23,0.66,0.86,1.33,1.99
2/10/2015,0.24,0.66,0.85,1.34,2
2/9/2015,0.23,0.64,0.84,1.31,1.95
2/6/2015,0.24,0.63,0.83,1.3,1.93
2/5/2015,0.18,0.5,0.78,1.31,1.81
2/4/2015,0.19,0.51,0.77,1.29,1.8
2/3/2015,0.19,0.5,0.76,1.27,1.77
2/2/2015,0.15,0.47,0.7,1.19,1.66
1/30/2015,0.16,0.45,0.71,1.21,1.66
1/29/2015,0.14,0.48,0.77,1.26,1.74
1/28/2015,0.15,0.48,0.75,1.23,1.71
1/27/2015,0.15,0.52,0.8,1.29,1.81
1/26/2015,0.15,0.51,0.82,1.29,1.8
1/23/2015,0.15,0.5,0.81,1.29,1.79
1/22/2015,0.14,0.5,0.86,1.37,1.87
1/21/2015,0.14,0.5,0.82,1.34,1.84
1/20/2015,0.14,0.5,0.78,1.29,1.79
1/16/2015,0.14,0.46,0.8,1.34,1.8
1/15/2015,0.13,0.41,0.78,1.33,1.74
1/14/2015,0.14,0.47,0.82,1.35,1.82
1/13/2015,0.17,0.51,0.83,1.37,1.88
1/12/2015,0.16,0.53,0.83,1.36,1.89
1/9/2015,0.2,0.57,0.86,1.39,1.96
1/8/2015,0.2,0.59,0.88,1.41,2
1/7/2015,0.22,0.59,0.85,1.34,1.93
1/6/2015,0.22,0.62,0.85,1.32,1.94
1/5/2015,0.23,0.65,0.89,1.36,2.01
1/2/2015,0.23,0.64,0.95,1.46,2.1
12/31/2014,0.21,0.63,0.98,1.5,2.13
12/30/2014,0.2,0.66,0.99,1.51,2.17
12/29/2014,0.22,0.69,1,1.5,2.19
12/26/2014,0.25,0.72,1.02,1.52,2.24
12/24/2014,0.25,0.72,1.03,1.54,2.26
12/23/2014,0.23,0.7,1.03,1.53,2.23
12/22/2014,0.23,0.66,0.96,1.46,2.12
12/19/2014,0.22,0.63,0.99,1.5,2.13
12/18/2014,0.21,0.63,1.01,1.55,2.18
12/17/2014,0.2,0.59,0.99,1.52,2.11
12/16/2014,0.18,0.55,0.95,1.49,2.04
12/15/2014,0.18,0.56,0.98,1.52,2.08
12/12/2014,0.17,0.54,0.97,1.54,2.08
12/11/2014,0.18,0.59,1,1.57,2.16
12/10/2014,0.18,0.56,0.99,1.59,2.15
12/9/2014,0.19,0.6,0.99,1.58,2.18
12/8/2014,0.15,0.61,1.03,1.62,2.23
12/5/2014,0.16,0.63,1.04,1.66,2.29
12/4/2014,0.12,0.53,1.04,1.7,2.23
12/3/2014,0.14,0.56,1.04,1.72,2.28
12/2/2014,0.11,0.52,1.04,1.73,2.25
12/1/2014,0.1,0.46,1.03,1.73,2.19
11/28/2014,0.11,0.45,1.02,1.71,2.16
11/26/2014,0.12,0.51,1.03,1.71,2.22
11/25/2014,0.12,0.49,1.07,1.76,2.25
11/24/2014,0.12,0.51,1.09,1.77,2.28
11/21/2014,0.13,0.52,1.1,1.78,2.3
11/20/2014,0.12,0.51,1.11,1.81,2.32
11/19/2014,0.14,0.53,1.12,1.82,2.35
11/18/2014,0.12,0.51,1.1,1.79,2.3
11/17/2014,0.12,0.51,1.1,1.8,2.31
11/14/2014,0.13,0.52,1.08,1.78,2.3
11/13/2014,0.13,0.51,1.11,1.82,2.33
11/12/2014,0.12,0.53,1.1,1.82,2.35
11/10/2014,0.11,0.53,1.1,1.83,2.36
11/7/2014,0.09,0.48,1.09,1.81,2.29
11/6/2014,0.09,0.51,1.13,1.85,2.36
11/5/2014,0.08,0.49,1.11,1.84,2.33
11/4/2014,0.08,0.49,1.11,1.83,2.32
11/3/2014,0.1,0.5,1.11,1.84,2.34
10/31/2014,0.1,0.49,1.12,1.85,2.34
10/30/2014,0.1,0.47,1.1,1.84,2.31
10/29/2014,0.08,0.45,1.13,1.86,2.31
10/28/2014,0.09,0.4,1.11,1.88,2.28
10/27/2014,0.09,0.39,1.1,1.86,2.25
10/24/2014,0.1,0.4,1.11,1.88,2.28
10/23/2014,0.1,0.4,1.11,1.88,2.28
10/22/2014,0.09,0.39,1.05,1.84,2.23
10/21/2014,0.08,0.36,1.06,1.85,2.21
10/20/2014,0.08,0.35,1.04,1.83,2.18
10/17/2014,0.09,0.37,1.05,1.83,2.2
10/16/2014,0.07,0.32,1.04,1.82,2.14
10/15/2014,0.08,0.32,1.03,1.81,2.13
10/14/2014,0.07,0.37,1.06,1.82,2.19
10/10/2014,0.09,0.44,1.1,1.86,2.3
10/9/2014,0.09,0.45,1.12,1.88,2.33
10/8/2014,0.09,0.45,1.11,1.89,2.34
10/7/2014,0.08,0.5,1.12,1.84,2.34
10/6/2014,0.09,0.52,1.16,1.89,2.41
10/3/2014,0.1,0.56,1.16,1.88,2.44
10/2/2014,0.09,0.52,1.17,1.91,2.43
10/1/2014,0.08,0.51,1.16,1.89,2.4
9/30/2014,0.11,0.56,1.2,1.94,2.5
9/29/2014,0.09,0.56,1.19,1.92,2.48
9/26/2014,0.1,0.58,1.21,1.95,2.53
9/25/2014,0.09,0.55,1.19,1.96,2.51
9/24/2014,0.09,0.57,1.23,1.98,2.55
9/23/2014,0.09,0.56,1.21,1.97,2.53
9/22/2014,0.09,0.57,1.22,1.99,2.56
9/19/2014,0.09,0.57,1.24,2,2.57
9/18/2014,0.1,0.57,1.26,2.04,2.61
9/17/2014,0.1,0.57,1.23,2.03,2.6
9/16/2014,0.11,0.53,1.23,2.05,2.58
9/15/2014,0.09,0.56,1.22,2.02,2.58
9/12/2014,0.09,0.56,1.25,2.04,2.6
9/11/2014,0.09,0.56,1.21,1.96,2.52
9/10/2014,0.09,0.56,1.21,1.96,2.52
9/9/2014,0.09,0.54,1.2,1.94,2.48
9/8/2014,0.08,0.52,1.18,1.94,2.46
9/5/2014,0.07,0.49,1.17,1.94,2.43
9/4/2014,0.07,0.51,1.17,1.91,2.42
9/3/2014,0.08,0.49,1.17,1.89,2.38
9/2/2014,0.07,0.5,1.16,1.89,2.39
8/29/2014,0.06,0.45,1.15,1.87,2.32
8/28/2014,0.08,0.47,1.13,1.84,2.31
8/27/2014,0.07,0.47,1.14,1.86,2.33
8/26/2014,0.09,0.49,1.16,1.87,2.36
8/25/2014,0.07,0.49,1.16,1.86,2.35
8/22/2014,0.07,0.5,1.15,1.87,2.37
8/21/2014,0.08,0.47,1.15,1.92,2.39
8/20/2014,0.08,0.45,1.16,1.94,2.39
8/19/2014,0.08,0.43,1.13,1.94,2.37
8/18/2014,0.07,0.41,1.14,1.95,2.36
8/15/2014,0.06,0.39,1.13,1.92,2.31
8/14/2014,0.06,0.38,1.16,1.98,2.36
8/13/2014,0.06,0.39,1.16,2,2.39
8/12/2014,0.07,0.42,1.18,2.01,2.43
8/11/2014,0.06,0.43,1.15,1.97,2.4
8/8/2014,0.07,0.42,1.17,1.99,2.41
8/7/2014,0.08,0.41,1.16,1.99,2.4
8/6/2014,0.08,0.45,1.18,2.01,2.46
8/5/2014,0.09,0.44,1.19,2.02,2.46
8/4/2014,0.08,0.43,1.19,2.04,2.47
8/1/2014,0.1,0.44,1.2,2.05,2.49
7/31/2014,0.09,0.5,1.23,2.05,2.55
7/30/2014,0.09,0.52,1.21,2.01,2.53
7/29/2014,0.1,0.52,1.16,1.93,2.45
7/28/2014,0.07,0.5,1.19,1.96,2.46
7/25/2014,0.08,0.5,1.16,1.95,2.45
7/24/2014,0.08,0.5,1.19,1.99,2.49
7/23/2014,0.08,0.47,1.17,1.98,2.45
7/22/2014,0.08,0.46,1.19,1.99,2.45
7/21/2014,0.08,0.48,1.19,1.98,2.46
7/18/2014,0.08,0.49,1.18,1.99,2.48
7/17/2014,0.08,0.45,1.18,2,2.45
7/16/2014,0.09,0.48,1.21,2.05,2.53
7/15/2014,0.09,0.47,1.21,2.07,2.54
7/14/2014,0.08,0.45,1.2,2.07,2.52
7/11/2014,0.09,0.46,1.17,2.05,2.51
7/10/2014,0.08,0.44,1.2,2.09,2.53
7/9/2014,0.08,0.48,1.17,2.06,2.54
7/8/2014,0.08,0.48,1.19,2.07,2.55
7/7/2014,0.08,0.48,1.22,2.11,2.59
7/3/2014,0.1,0.51,1.22,2.13,2.64
7/2/2014,0.1,0.47,1.22,2.15,2.62
7/1/2014,0.09,0.45,1.19,2.11,2.56
6/30/2014,0.07,0.43,1.15,2.06,2.49
6/27/2014,0.07,0.42,1.19,2.09,2.51
6/26/2014,0.07,0.42,1.18,2.07,2.49
6/25/2014,0.08,0.45,1.2,2.09,2.54
6/24/2014,0.09,0.46,1.21,2.1,2.56
6/23/2014,0.07,0.45,1.24,2.15,2.6
6/20/2014,0.07,0.48,1.21,2.13,2.61
6/19/2014,0.07,0.46,1.23,2.16,2.62
6/18/2014,0.07,0.45,1.23,2.13,2.58
6/17/2014,0.07,0.47,1.26,2.15,2.62
6/16/2014,0.07,0.45,1.22,2.12,2.57
6/13/2014,0.07,0.41,1.25,2.15,2.56
6/12/2014,0.06,0.38,1.24,2.16,2.54
6/11/2014,0.07,0.4,1.26,2.21,2.61
6/10/2014,0.07,0.41,1.26,2.19,2.6
6/9/2014,0.07,0.39,1.26,2.19,2.58
6/6/2014,0.07,0.37,1.25,2.19,2.56
6/5/2014,0.06,0.36,1.23,2.19,2.55
6/4/2014,0.06,0.37,1.24,2.2,2.57
6/3/2014,0.06,0.37,1.24,2.19,2.56
6/2/2014,0.06,0.35,1.21,2.15,2.5
5/30/2014,0.06,0.33,1.17,2.11,2.44
5/29/2014,0.06,0.33,1.15,2.08,2.41
5/28/2014,0.06,0.33,1.13,2.07,2.4
5/27/2014,0.05,0.35,1.17,2.13,2.48
5/23/2014,0.06,0.33,1.18,2.17,2.5
5/22/2014,0.06,0.34,1.2,2.19,2.53
5/21/2014,0.05,0.33,1.18,2.17,2.5
5/20/2014,0.06,0.32,1.18,2.17,2.49
5/19/2014,0.06,0.33,1.2,2.18,2.51
5/16/2014,0.06,0.35,1.18,2.14,2.49
5/15/2014,0.06,0.35,1.17,2.12,2.47
5/14/2014,0.07,0.36,1.18,2.15,2.51
5/13/2014,0.07,0.36,1.23,2.22,2.58
5/12/2014,0.06,0.38,1.26,2.25,2.63
5/9/2014,0.07,0.37,1.23,2.22,2.59
5/8/2014,0.07,0.37,1.23,2.21,2.58
5/7/2014,0.07,0.38,1.24,2.21,2.59
5/6/2014,0.07,0.4,1.25,2.18,2.58
5/5/2014,0.08,0.4,1.25,2.2,2.6
5/2/2014,0.08,0.4,1.25,2.18,2.58
5/1/2014,0.07,0.38,1.25,2.22,2.6
4/30/2014,0.08,0.39,1.27,2.25,2.64
4/29/2014,0.09,0.42,1.3,2.27,2.69
4/28/2014,0.07,0.41,1.29,2.26,2.67
4/25/2014,0.08,0.4,1.29,2.25,2.65
4/24/2014,0.09,0.42,1.31,2.27,2.69
4/23/2014,0.09,0.41,1.3,2.27,2.68
4/22/2014,0.08,0.42,1.31,2.28,2.7
4/21/2014,0.07,0.38,1.32,2.31,2.69
4/17/2014,0.08,0.4,1.32,2.3,2.7
4/16/2014,0.07,0.35,1.28,2.26,2.61
4/15/2014,0.07,0.35,1.24,2.25,2.6
4/14/2014,0.06,0.33,1.24,2.28,2.61
4/11/2014,0.05,0.33,1.21,2.26,2.59
4/10/2014,0.05,0.33,1.22,2.28,2.61
4/9/2014,0.06,0.33,1.28,2.34,2.67
4/8/2014,0.08,0.37,1.27,2.29,2.66
4/7/2014,0.08,0.38,1.27,2.3,2.68
4/4/2014,0.08,0.4,1.28,2.31,2.71
4/3/2014,0.09,0.44,1.33,2.34,2.78
4/2/2014,0.1,0.45,1.33,2.35,2.8
4/1/2014,0.09,0.4,1.3,2.33,2.73
3/31/2014,0.08,0.39,1.29,2.29,2.68
3/28/2014,0.09,0.41,1.29,2.28,2.69
3/27/2014,0.08,0.41,1.25,2.24,2.65
3/26/2014,0.07,0.4,1.25,2.26,2.66
3/25/2014,0.08,0.42,1.29,2.28,2.7
3/24/2014,0.08,0.41,1.29,2.27,2.68
3/21/2014,0.08,0.39,1.28,2.3,2.69
3/20/2014,0.08,0.39,1.28,2.34,2.73
3/19/2014,0.09,0.41,1.28,2.31,2.72
3/18/2014,0.08,0.31,1.2,2.32,2.63
3/17/2014,0.07,0.32,1.2,2.32,2.64
3/14/2014,0.07,0.31,1.19,2.29,2.6
3/13/2014,0.07,0.29,1.19,2.32,2.61
