DATE,Fiveyr,Sevenyr,Tenyr,Twentyyr,Thirtyyr
08/15/19,0.08,0.03,-0.02,0.17,0.41
08/14/19,0.15,0.09,0.02,0.23,0.44
08/13/19,0.13,0.09,0.05,0.27,0.49
08/12/19,0.1,0.07,0.04,0.26,0.47
08/09/19,0.13,0.1,0.08,0.3,0.55
08/08/19,0.11,0.09,0.07,0.3,0.54
08/07/19,0.14,0.11,0.09,0.32,0.56
08/06/19,0.13,0.12,0.11,0.34,0.6
08/05/19,0.16,0.16,0.15,0.38,0.65
08/02/19,0.21,0.2,0.2,0.43,0.69
08/01/19,0.21,0.2,0.2,0.44,0.71
07/31/19,0.28,0.27,0.26,0.47,0.72
07/30/19,0.26,0.27,0.28,0.51,0.77
07/29/19,0.27,0.28,0.29,0.53,0.78
07/26/19,0.28,0.29,0.3,0.53,0.78
07/25/19,0.25,0.26,0.28,0.51,0.76
07/24/19,0.23,0.24,0.26,0.5,0.75
07/23/19,0.22,0.24,0.27,0.51,0.76
07/22/19,0.21,0.23,0.26,0.5,0.75
07/19/19,0.2,0.22,0.25,0.5,0.75
07/18/19,0.18,0.2,0.25,0.5,0.74
07/17/19,0.23,0.26,0.31,0.54,0.75
07/16/19,0.25,0.28,0.33,0.56,0.78
07/15/19,0.23,0.26,0.32,0.55,0.77
07/12/19,0.24,0.28,0.35,0.58,0.8
07/11/19,0.25,0.3,0.36,0.59,0.81
07/10/19,0.23,0.27,0.33,0.55,0.76
07/09/19,0.32,0.33,0.36,0.57,0.75
07/08/19,0.31,0.32,0.35,0.56,0.76
07/05/19,0.29,0.31,0.35,0.58,0.78
07/03/19,0.23,0.26,0.31,0.54,0.76
07/02/19,0.25,0.28,0.33,0.57,0.79
07/01/19,0.26,0.29,0.34,0.59,0.81
06/28/19,0.23,0.26,0.31,0.55,0.78
06/27/19,0.23,0.27,0.33,0.55,0.77
06/26/19,0.24,0.28,0.35,0.58,0.79
06/25/19,0.21,0.26,0.33,0.57,0.78
06/24/19,0.18,0.23,0.31,0.55,0.76
06/21/19,0.2,0.26,0.34,0.59,0.79
06/20/19,0.16,0.22,0.27,0.5,0.72
06/19/19,0.24,0.28,0.36,0.58,0.77
06/18/19,0.34,0.37,0.42,0.63,0.82
06/17/19,0.4,0.43,0.48,0.68,0.87
06/14/19,0.37,0.41,0.46,0.67,0.87
06/13/19,0.33,0.36,0.42,0.63,0.84
06/12/19,0.35,0.38,0.42,0.64,0.83
06/11/19,0.35,0.38,0.43,0.63,0.82
06/10/19,0.31,0.36,0.42,0.62,0.82
06/07/19,0.24,0.29,0.35,0.56,0.76
06/06/19,0.3,0.33,0.39,0.6,0.8
06/05/19,0.27,0.31,0.37,0.58,0.78
06/04/19,0.3,0.33,0.38,0.58,0.77
06/03/19,0.27,0.29,0.34,0.54,0.72
05/31/19,0.35,0.37,0.4,0.58,0.74
05/30/19,0.44,0.45,0.48,0.66,0.81
05/29/19,0.46,0.47,0.5,0.68,0.84
05/28/19,0.48,0.5,0.53,0.71,0.87
05/24/19,0.5,0.52,0.56,0.73,0.89
05/23/19,0.49,0.52,0.58,0.74,0.91
05/22/19,0.51,0.54,0.6,0.77,0.94
05/21/19,0.51,0.54,0.6,0.77,0.94
05/20/19,0.5,0.54,0.6,0.78,0.95
05/17/19,0.46,0.51,0.58,0.78,0.94
05/16/19,0.43,0.48,0.56,0.77,0.94
05/15/19,0.41,0.47,0.54,0.75,0.92
05/14/19,0.45,0.5,0.56,0.76,0.93
05/13/19,0.45,0.49,0.55,0.74,0.92
05/10/19,0.51,0.54,0.59,0.77,0.95
05/09/19,0.52,0.55,0.6,0.79,0.96
05/08/19,0.53,0.57,0.62,0.81,0.99
05/07/19,0.49,0.53,0.58,0.77,0.94
05/06/19,0.49,0.54,0.6,0.79,0.96
05/03/19,0.53,0.57,0.63,0.81,0.97
05/02/19,0.56,0.6,0.66,0.84,1
05/01/19,0.48,0.53,0.59,0.79,0.95
04/30/19,0.43,0.49,0.56,0.77,0.94
04/29/19,0.46,0.51,0.58,0.79,0.96
04/26/19,0.43,0.48,0.54,0.74,0.92
04/25/19,0.47,0.51,0.56,0.75,0.93
04/24/19,0.45,0.5,0.57,0.77,0.95
04/23/19,0.49,0.55,0.62,0.82,0.99
04/22/19,0.52,0.58,0.64,0.84,1.01
04/18/19,0.52,0.56,0.62,0.81,0.98
04/17/19,0.56,0.59,0.65,0.84,1.02
04/16/19,0.55,0.59,0.64,0.83,1.01
04/15/19,0.52,0.55,0.61,0.8,0.99
04/12/19,0.52,0.55,0.61,0.81,0.99
04/11/19,0.49,0.52,0.57,0.78,0.98
04/10/19,0.45,0.48,0.54,0.74,0.94
04/09/19,0.51,0.54,0.6,0.79,0.98
04/08/19,0.52,0.56,0.61,0.8,0.98
04/05/19,0.52,0.55,0.6,0.79,0.97
04/04/19,0.51,0.55,0.61,0.8,0.99
04/03/19,0.51,0.55,0.61,0.81,0.99
04/02/19,0.47,0.52,0.58,0.77,0.94
04/01/19,0.49,0.53,0.59,0.78,0.95
03/29/19,0.45,0.48,0.53,0.72,0.89
03/28/19,0.48,0.51,0.56,0.75,0.93
03/27/19,0.44,0.49,0.55,0.75,0.94
03/26/19,0.43,0.48,0.55,0.76,0.94
03/25/19,0.44,0.48,0.55,0.75,0.93
03/22/19,0.44,0.48,0.54,0.73,0.91
03/21/19,0.48,0.52,0.58,0.78,0.96
03/20/19,0.46,0.51,0.58,0.78,0.97
03/19/19,0.57,0.6,0.66,0.85,1.03
03/18/19,0.54,0.59,0.64,0.84,1.02
03/15/19,0.54,0.59,0.65,0.85,1.03
03/14/19,0.58,0.63,0.69,0.89,1.06
03/13/19,0.58,0.63,0.69,0.89,1.05
03/12/19,0.6,0.65,0.71,0.9,1.06
03/11/19,0.62,0.67,0.73,0.92,1.09
03/08/19,0.62,0.67,0.72,0.9,1.06
03/07/19,0.64,0.68,0.74,0.92,1.08
03/06/19,0.68,0.72,0.78,0.95,1.11
03/05/19,0.7,0.74,0.79,0.96,1.11
03/04/19,0.69,0.73,0.78,0.95,1.11
03/01/19,0.71,0.75,0.8,0.98,1.13
02/28/19,0.68,0.73,0.78,0.96,1.11
02/27/19,0.65,0.7,0.76,0.94,1.1
02/26/19,0.63,0.67,0.72,0.89,1.05
02/25/19,0.66,0.7,0.75,0.91,1.06
02/22/19,0.65,0.68,0.74,0.9,1.06
02/21/19,0.71,0.73,0.78,0.94,1.1
02/20/19,0.68,0.71,0.76,0.92,1.07
02/19/19,0.71,0.73,0.78,0.94,1.08
02/15/19,0.74,0.76,0.8,0.96,1.1
02/14/19,0.74,0.77,0.81,0.97,1.12
02/13/19,0.77,0.8,0.85,1,1.14
02/12/19,0.78,0.81,0.85,1,1.14
02/11/19,0.78,0.8,0.83,0.99,1.13
02/08/19,0.75,0.77,0.81,0.97,1.1
02/07/19,0.77,0.79,0.81,0.98,1.11
02/06/19,0.79,0.81,0.84,1,1.13
02/05/19,0.79,0.81,0.84,0.99,1.11
02/04/19,0.81,0.83,0.86,1.01,1.14
02/01/19,0.79,0.8,0.82,0.98,1.11
01/31/19,0.73,0.75,0.78,0.94,1.08
01/30/19,0.81,0.83,0.86,1.03,1.17
01/29/19,0.93,0.93,0.94,1.09,1.2
01/28/19,0.96,0.96,0.97,1.12,1.23
01/25/19,0.95,0.95,0.97,1.11,1.22
01/24/19,0.93,0.94,0.95,1.09,1.2
01/23/19,0.95,0.95,0.96,1.1,1.21
01/22/19,0.94,0.94,0.95,1.09,1.2
01/18/19,0.95,0.95,0.96,1.1,1.21
01/17/19,0.94,0.95,0.96,1.1,1.21
01/16/19,0.9,0.9,0.91,1.06,1.2
01/15/19,0.9,0.9,0.91,1.08,1.21
01/14/19,0.89,0.88,0.9,1.07,1.2
01/11/19,0.86,0.86,0.88,1.05,1.18
01/10/19,0.91,0.91,0.93,1.08,1.2
01/09/19,0.89,0.9,0.91,1.05,1.16
01/08/19,0.92,0.91,0.91,1.03,1.15
01/07/19,0.92,0.92,0.92,1.06,1.18
01/04/19,0.91,0.91,0.91,1.05,1.17
01/03/19,0.88,0.88,0.88,1.01,1.14
01/02/19,1,0.98,0.96,1.07,1.19
12/31/18,1,0.99,0.98,1.09,1.21
12/28/18,1.04,1.01,0.99,1.11,1.21
12/27/18,1.07,1.05,1.03,1.14,1.22
12/26/18,1.1,1.08,1.04,1.13,1.21
12/24/18,1.06,1.01,0.99,1.09,1.15
12/21/18,1.09,1.04,1.02,1.11,1.17
12/20/18,1.12,1.06,1.03,1.1,1.16
12/19/18,1.06,1.01,0.97,1.06,1.11
12/18/18,1.07,1.04,1.01,1.09,1.17
12/17/18,1.11,1.08,1.05,1.15,1.22
12/14/18,1.13,1.1,1.07,1.15,1.23
12/13/18,1.13,1.1,1.08,1.18,1.25
12/12/18,1.15,1.11,1.08,1.16,1.24
12/11/18,1.13,1.09,1.06,1.16,1.22
12/10/18,1.06,1.02,0.99,1.1,1.19
12/07/18,1.02,0.99,0.96,1.06,1.17
12/06/18,1.06,1.02,0.97,1.08,1.15
12/04/18,1.05,1.01,0.97,1.06,1.16
12/03/18,1.07,1.04,1.02,1.13,1.23
11/30/18,1.07,1.06,1.04,1.15,1.26
11/29/18,1.06,1.05,1.05,1.16,1.28
11/28/18,1.13,1.13,1.12,1.23,1.34
11/27/18,1.16,1.15,1.15,1.24,1.34
11/26/18,1.12,1.12,1.11,1.2,1.3
11/23/18,1.11,1.1,1.09,1.18,1.29
11/21/18,1.08,1.08,1.09,1.2,1.28
11/20/18,1.06,1.07,1.09,1.19,1.28
11/19/18,1.02,1.04,1.07,1.17,1.26
11/16/18,1.02,1.04,1.06,1.17,1.25
11/15/18,1.09,1.1,1.11,1.21,1.3
11/14/18,1.1,1.11,1.12,1.22,1.3
11/13/18,1.11,1.11,1.12,1.22,1.29
11/09/18,1.15,1.15,1.15,1.24,1.31
11/08/18,1.17,1.17,1.17,1.24,1.32
11/07/18,1.14,1.14,1.15,1.25,1.32
11/06/18,1.13,1.14,1.15,1.25,1.32
11/05/18,1.12,1.12,1.14,1.25,1.33
11/02/18,1.13,1.14,1.16,1.27,1.37
11/01/18,1.08,1.1,1.12,1.23,1.32
10/31/18,1.08,1.08,1.1,1.21,1.31
10/30/18,1.03,1.05,1.07,1.19,1.28
10/29/18,0.99,1.01,1.02,1.15,1.25
10/26/18,0.98,1,1.02,1.14,1.23
10/25/18,1.07,1.08,1.09,1.2,1.28
10/24/18,1.01,1.02,1.03,1.15,1.24
10/23/18,1.07,1.07,1.08,1.18,1.26
10/22/18,1.07,1.08,1.09,1.19,1.26
10/19/18,1.07,1.08,1.09,1.18,1.26
10/18/18,1.04,1.05,1.07,1.17,1.24
10/17/18,1.04,1.05,1.06,1.15,1.21
10/16/18,1.01,1.02,1.03,1.12,1.19
10/15/18,1.01,1.02,1.03,1.12,1.19
10/12/18,1.01,1.02,1.03,1.12,1.18
10/11/18,1.01,1.01,1.02,1.11,1.18
10/10/18,1.01,1.03,1.06,1.15,1.23
10/09/18,1,1.02,1.04,1.12,1.19
10/05/18,1.02,1.04,1.07,1.15,1.23
10/04/18,0.99,1.01,1.03,1.11,1.18
10/03/18,0.95,0.96,0.99,1.06,1.13
10/02/18,0.91,0.92,0.93,1,1.07
10/01/18,0.92,0.93,0.95,1.03,1.09
09/28/18,0.91,0.91,0.91,0.97,1.04
09/27/18,0.92,0.92,0.91,0.97,1.03
09/26/18,0.92,0.92,0.92,0.97,1.03
09/25/18,0.94,0.94,0.94,0.99,1.05
09/24/18,0.93,0.93,0.92,0.98,1.04
09/21/18,0.93,0.93,0.92,0.98,1.03
09/20/18,0.94,0.93,0.92,0.98,1.04
09/19/18,0.94,0.94,0.93,1,1.06
09/18/18,0.93,0.92,0.92,0.98,1.05
09/17/18,0.9,0.89,0.89,0.95,1.01
09/14/18,0.9,0.9,0.89,0.95,1
09/13/18,0.89,0.88,0.87,0.93,0.98
09/12/18,0.85,0.85,0.85,0.92,0.97
09/11/18,0.86,0.86,0.86,0.92,0.99
09/10/18,0.85,0.85,0.84,0.9,0.96
09/07/18,0.84,0.84,0.84,0.92,0.97
09/06/18,0.79,0.8,0.8,0.88,0.94
09/05/18,0.79,0.8,0.81,0.89,0.95
09/04/18,0.79,0.79,0.8,0.88,0.94
08/31/18,0.76,0.76,0.78,0.85,0.91
08/30/18,0.76,0.76,0.76,0.82,0.88
08/29/18,0.78,0.78,0.77,0.83,0.9
08/28/18,0.78,0.77,0.77,0.84,0.91
08/27/18,0.74,0.74,0.74,0.81,0.88
08/24/18,0.73,0.73,0.73,0.79,0.86
08/23/18,0.73,0.73,0.73,0.81,0.87
08/22/18,0.74,0.74,0.74,0.82,0.89
08/21/18,0.76,0.76,0.77,0.84,0.9
08/20/18,0.75,0.75,0.75,0.82,0.89
08/17/18,0.79,0.79,0.79,0.85,0.92
08/16/18,0.78,0.78,0.79,0.86,0.92
08/15/18,0.76,0.77,0.78,0.86,0.93
08/14/18,0.78,0.79,0.8,0.88,0.95
08/13/18,0.76,0.77,0.78,0.86,0.93
08/10/18,0.77,0.77,0.78,0.86,0.92
08/09/18,0.83,0.83,0.82,0.88,0.95
08/08/18,0.85,0.85,0.85,0.91,0.98
08/07/18,0.84,0.84,0.85,0.92,0.99
08/06/18,0.82,0.82,0.83,0.9,0.96
08/03/18,0.82,0.82,0.83,0.9,0.95
08/02/18,0.86,0.86,0.86,0.92,0.97
08/01/18,0.87,0.87,0.87,0.93,0.97
07/31/18,0.85,0.85,0.84,0.88,0.94
07/30/18,0.84,0.85,0.85,0.91,0.96
07/27/18,0.84,0.84,0.84,0.89,0.95
07/26/18,0.86,0.86,0.87,0.92,0.97
07/25/18,0.81,0.81,0.81,0.88,0.94
07/24/18,0.83,0.83,0.84,0.9,0.96
07/23/18,0.82,0.83,0.85,0.92,0.98
07/20/18,0.75,0.76,0.78,0.85,0.92
07/19/18,0.73,0.74,0.75,0.81,0.87
07/18/18,0.74,0.77,0.79,0.85,0.89
07/17/18,0.73,0.75,0.77,0.82,0.86
07/16/18,0.7,0.73,0.75,0.81,0.84
07/13/18,0.66,0.7,0.72,0.78,0.82
07/12/18,0.69,0.72,0.75,0.8,0.84
07/11/18,0.67,0.71,0.74,0.8,0.83
07/10/18,0.68,0.72,0.74,0.81,0.85
07/09/18,0.65,0.7,0.73,0.8,0.84
07/06/18,0.63,0.68,0.7,0.77,0.81
07/05/18,0.64,0.68,0.71,0.77,0.82
07/03/18,0.64,0.68,0.71,0.78,0.83
07/02/18,0.68,0.72,0.73,0.8,0.85
06/29/18,0.67,0.71,0.74,0.81,0.87
06/28/18,0.66,0.7,0.74,0.82,0.87
06/27/18,0.64,0.69,0.72,0.8,0.86
06/26/18,0.68,0.72,0.76,0.84,0.9
06/25/18,0.69,0.74,0.77,0.85,0.91
06/22/18,0.7,0.75,0.78,0.86,0.92
06/21/18,0.72,0.76,0.79,0.88,0.94
06/20/18,0.74,0.78,0.81,0.89,0.95
06/19/18,0.7,0.74,0.77,0.85,0.91
06/18/18,0.72,0.77,0.8,0.87,0.93
06/15/18,0.73,0.77,0.81,0.88,0.93
06/14/18,0.74,0.78,0.82,0.89,0.94
06/13/18,0.76,0.82,0.86,0.94,0.98
06/12/18,0.74,0.8,0.83,0.91,0.96
06/11/18,0.72,0.78,0.83,0.91,0.97
06/08/18,0.71,0.78,0.82,0.9,0.96
06/07/18,0.69,0.76,0.8,0.89,0.94
06/06/18,0.75,0.83,0.83,0.91,0.97
06/05/18,0.71,0.79,0.79,0.87,0.94
06/04/18,0.72,0.81,0.82,0.9,0.96
06/01/18,0.68,0.76,0.8,0.89,0.94
05/31/18,0.65,0.75,0.76,0.84,0.91
05/30/18,0.67,0.78,0.78,0.87,0.93
05/29/18,0.6,0.71,0.73,0.83,0.89
05/25/18,0.72,0.84,0.84,0.92,0.99
05/24/18,0.71,0.82,0.86,0.95,1
05/23/18,0.71,0.83,0.87,0.96,1.02
05/22/18,0.77,0.91,0.91,0.98,1.04
05/21/18,0.75,0.86,0.9,0.99,1.03
05/18/18,0.76,0.87,0.91,0.99,1.04
05/17/18,0.78,0.9,0.95,1.02,1.07
05/16/18,0.78,0.92,0.92,0.98,1.02
05/15/18,0.77,0.9,0.9,0.97,1.02
05/14/18,0.73,0.85,0.85,0.92,0.97
05/11/18,0.71,0.82,0.82,0.88,0.94
05/10/18,0.71,0.8,0.8,0.88,0.94
05/09/18,0.71,0.82,0.82,0.91,0.97
05/08/18,0.71,0.81,0.81,0.89,0.96
05/07/18,0.67,0.76,0.78,0.88,0.94
05/04/18,0.69,0.79,0.79,0.87,0.94
05/03/18,0.69,0.77,0.78,0.88,0.94
05/02/18,0.71,0.8,0.8,0.89,0.95
05/01/18,0.73,0.8,0.81,0.89,0.94
04/30/18,0.69,0.76,0.78,0.86,0.91
04/27/18,0.71,0.79,0.79,0.87,0.93
04/26/18,0.72,0.82,0.82,0.92,0.99
04/25/18,0.75,0.86,0.86,0.95,1.03
04/24/18,0.73,0.83,0.83,0.93,1.01
04/23/18,0.72,0.79,0.8,0.89,0.97
04/20/18,0.7,0.78,0.79,0.88,0.96
04/19/18,0.65,0.74,0.75,0.84,0.92
04/18/18,0.69,0.71,0.71,0.81,0.89
04/17/18,0.67,0.68,0.68,0.78,0.85
04/16/18,0.61,0.67,0.71,0.81,0.89
04/13/18,0.66,0.69,0.69,0.79,0.88
04/12/18,0.62,0.69,0.7,0.82,0.9
04/11/18,0.56,0.63,0.68,0.8,0.88
04/10/18,0.62,0.7,0.72,0.84,0.92
04/09/18,0.58,0.67,0.71,0.83,0.92
04/06/18,0.57,0.66,0.7,0.83,0.92
04/05/18,0.71,0.75,0.75,0.87,0.97
04/04/18,0.57,0.66,0.71,0.85,0.93
04/03/18,0.61,0.7,0.71,0.84,0.92
04/02/18,0.56,0.64,0.68,0.81,0.9
03/29/18,0.64,0.69,0.69,0.81,0.9
03/28/18,0.68,0.72,0.72,0.84,0.94
03/27/18,0.64,0.71,0.71,0.84,0.95
03/26/18,0.63,0.74,0.77,0.91,0.99
03/23/18,0.6,0.72,0.75,0.89,0.98
03/22/18,0.6,0.71,0.75,0.89,0.97
03/21/18,0.73,0.8,0.8,0.92,1.03
03/20/18,0.64,0.74,0.81,0.94,1.03
03/19/18,0.61,0.72,0.77,0.91,1
03/16/18,0.6,0.71,0.77,0.91,1
03/15/18,0.55,0.66,0.74,0.88,0.97
03/14/18,0.57,0.69,0.74,0.88,0.97
03/13/18,0.57,0.69,0.75,0.9,1
03/12/18,0.62,0.74,0.77,0.92,1.01
03/09/18,0.69,0.77,0.78,0.92,1.03
03/08/18,0.55,0.68,0.75,0.9,1
03/07/18,0.55,0.68,0.76,0.93,1.03
03/06/18,0.55,0.68,0.76,0.91,1.01
03/05/18,0.6,0.73,0.75,0.91,1.01
03/02/18,0.6,0.73,0.74,0.89,0.98
03/01/18,0.55,0.66,0.71,0.86,0.96
02/28/18,0.61,0.71,0.75,0.9,0.99
02/27/18,0.58,0.69,0.77,0.92,1.02
02/26/18,0.53,0.65,0.73,0.9,1.01
02/23/18,0.58,0.7,0.76,0.92,1.03
02/22/18,0.6,0.72,0.81,0.96,1.06
02/21/18,0.63,0.75,0.82,0.97,1.06
02/20/18,0.61,0.72,0.78,0.92,1.01
02/16/18,0.63,0.75,0.78,0.92,1.01
02/15/18,0.65,0.76,0.79,0.93,1.02
02/14/18,0.74,0.82,0.82,0.94,1.02
02/13/18,0.66,0.77,0.78,0.91,0.99
02/12/18,0.72,0.79,0.79,0.92,1.01
02/09/18,0.69,0.77,0.78,0.91,1.01
02/08/18,0.68,0.76,0.76,0.89,0.99
02/07/18,0.67,0.73,0.74,0.86,0.96
02/06/18,0.64,0.69,0.69,0.82,0.91
02/05/18,0.55,0.65,0.67,0.81,0.89
02/02/18,0.65,0.7,0.7,0.82,0.9
02/01/18,0.63,0.67,0.67,0.78,0.86
01/31/18,0.54,0.6,0.61,0.72,0.8
01/30/18,0.54,0.63,0.63,0.76,0.84
01/29/18,0.57,0.61,0.61,0.73,0.81
01/26/18,0.54,0.57,0.57,0.7,0.8
01/25/18,0.5,0.55,0.56,0.69,0.79
01/24/18,0.47,0.57,0.58,0.73,0.82
01/23/18,0.51,0.56,0.57,0.71,0.81
01/22/18,0.46,0.55,0.6,0.74,0.83
01/19/18,0.45,0.53,0.58,0.72,0.81
01/18/18,0.44,0.53,0.57,0.72,0.81
01/17/18,0.49,0.51,0.53,0.67,0.79
01/16/18,0.42,0.48,0.51,0.67,0.78
01/12/18,0.43,0.51,0.54,0.7,0.81
01/11/18,0.43,0.51,0.54,0.71,0.83
01/10/18,0.38,0.47,0.52,0.7,0.82
01/09/18,0.38,0.46,0.52,0.7,0.82
01/08/18,0.38,0.45,0.47,0.65,0.77
01/05/18,0.34,0.41,0.46,0.63,0.76
01/04/18,0.35,0.41,0.45,0.62,0.75
01/03/18,0.38,0.44,0.46,0.63,0.76
01/02/18,0.35,0.42,0.46,0.64,0.77
12/29/17,0.34,0.4,0.44,0.61,0.73
12/28/17,0.37,0.43,0.47,0.64,0.75
12/27/17,0.4,0.47,0.48,0.64,0.76
12/26/17,0.49,0.51,0.53,0.7,0.83
12/22/17,0.44,0.51,0.54,0.72,0.84
12/21/17,0.42,0.5,0.55,0.73,0.85
12/20/17,0.5,0.56,0.57,0.75,0.89
12/19/17,0.49,0.53,0.55,0.71,0.84
12/18/17,0.46,0.48,0.5,0.66,0.79
12/15/17,0.39,0.44,0.47,0.63,0.75
12/14/17,0.38,0.45,0.48,0.65,0.77
12/13/17,0.38,0.46,0.48,0.67,0.79
12/12/17,0.4,0.49,0.51,0.69,0.81
12/11/17,0.4,0.49,0.51,0.7,0.82
12/08/17,0.43,0.48,0.5,0.68,0.81
12/07/17,0.4,0.49,0.5,0.69,0.81
12/06/17,0.37,0.44,0.47,0.65,0.77
12/05/17,0.46,0.48,0.5,0.65,0.78
12/04/17,0.39,0.47,0.5,0.68,0.8
12/01/17,0.41,0.5,0.51,0.69,0.81
11/30/17,0.41,0.52,0.56,0.76,0.88
11/29/17,0.4,0.52,0.53,0.75,0.88
11/28/17,0.38,0.48,0.5,0.7,0.85
11/27/17,0.37,0.46,0.49,0.69,0.84
11/24/17,0.36,0.49,0.5,0.71,0.85
11/22/17,0.3,0.42,0.48,0.69,0.82
11/21/17,0.36,0.47,0.52,0.72,0.84
11/20/17,0.35,0.48,0.52,0.72,0.85
11/17/17,0.31,0.45,0.49,0.71,0.85
11/16/17,0.28,0.43,0.53,0.74,0.87
11/15/17,0.26,0.4,0.48,0.71,0.85
11/14/17,0.27,0.41,0.51,0.75,0.89
11/13/17,0.29,0.44,0.52,0.76,0.91
11/10/17,0.28,0.45,0.52,0.77,0.92
11/09/17,0.21,0.36,0.46,0.71,0.86
11/08/17,0.24,0.39,0.45,0.69,0.84
11/07/17,0.19,0.34,0.44,0.69,0.84
11/06/17,0.22,0.38,0.46,0.71,0.87
11/03/17,0.25,0.41,0.48,0.73,0.88
11/02/17,0.21,0.37,0.48,0.74,0.89
11/01/17,0.3,0.46,0.49,0.72,0.91
10/31/17,0.22,0.38,0.5,0.77,0.92
10/30/17,0.23,0.41,0.5,0.77,0.93
10/27/17,0.27,0.44,0.54,0.81,0.97
10/26/17,0.31,0.47,0.57,0.84,1
10/25/17,0.32,0.51,0.56,0.83,0.99
10/24/17,0.32,0.5,0.55,0.81,0.97
10/23/17,0.32,0.48,0.52,0.75,0.95
10/20/17,0.27,0.43,0.52,0.79,0.95
10/19/17,0.32,0.46,0.49,0.72,0.91
10/18/17,0.3,0.47,0.5,0.76,0.93
10/17/17,0.28,0.41,0.48,0.73,0.89
10/16/17,0.29,0.43,0.46,0.7,0.89
10/13/17,0.2,0.35,0.43,0.7,0.89
10/12/17,0.16,0.33,0.44,0.73,0.9
10/11/17,0.2,0.39,0.46,0.75,0.93
10/10/17,0.2,0.39,0.47,0.77,0.94
10/06/17,0.19,0.35,0.5,0.8,0.97
10/05/17,0.2,0.39,0.49,0.78,0.95
10/04/17,0.19,0.39,0.48,0.77,0.94
10/03/17,0.24,0.46,0.49,0.77,0.94
10/02/17,0.21,0.39,0.51,0.79,0.95
09/29/17,0.24,0.46,0.49,0.77,0.94
09/28/17,0.16,0.37,0.44,0.74,0.92
09/27/17,0.17,0.38,0.44,0.74,0.92
09/26/17,0.15,0.35,0.4,0.69,0.87
09/25/17,0.13,0.33,0.38,0.67,0.85
09/22/17,0.17,0.37,0.42,0.7,0.88
09/21/17,0.19,0.37,0.44,0.72,0.9
09/20/17,0.18,0.36,0.43,0.72,0.9
09/19/17,0.1,0.28,0.37,0.68,0.87
09/18/17,0.09,0.27,0.36,0.67,0.86
09/15/17,0.09,0.28,0.35,0.65,0.84
09/14/17,0.09,0.28,0.35,0.65,0.85
09/13/17,0.1,0.29,0.35,0.67,0.87
09/12/17,0.08,0.27,0.33,0.65,0.85
09/11/17,0.08,0.29,0.31,0.63,0.84
09/08/17,0.01,0.2,0.25,0.57,0.79
09/07/17,0.02,0.2,0.26,0.58,0.8
09/06/17,0.09,0.29,0.32,0.63,0.85
09/05/17,0.07,0.27,0.3,0.62,0.83
09/01/17,0.1,0.24,0.37,0.69,0.9
08/31/17,0.12,0.31,0.36,0.67,0.87
08/30/17,0.15,0.31,0.39,0.7,0.91
08/29/17,0.16,0.36,0.39,0.7,0.9
08/28/17,0.18,0.37,0.41,0.71,0.92
08/25/17,0.2,0.39,0.42,0.72,0.91
08/24/17,0.18,0.36,0.44,0.73,0.92
08/23/17,0.18,0.39,0.42,0.71,0.91
08/22/17,0.19,0.37,0.45,0.74,0.93
08/21/17,0.17,0.34,0.43,0.73,0.92
08/18/17,0.16,0.33,0.43,0.73,0.93
08/17/17,0.15,0.32,0.42,0.73,0.92
08/16/17,0.17,0.34,0.45,0.75,0.94
08/15/17,0.2,0.37,0.49,0.79,0.97
08/14/17,0.18,0.39,0.45,0.75,0.94
08/11/17,0.1,0.3,0.4,0.71,0.91
08/10/17,0.1,0.29,0.4,0.7,0.89
08/09/17,0.11,0.31,0.42,0.73,0.92
08/08/17,0.15,0.37,0.46,0.77,0.96
08/07/17,0.16,0.37,0.46,0.76,0.96
08/04/17,0.17,0.38,0.47,0.78,0.97
08/03/17,0.17,0.38,0.46,0.76,0.96
08/02/17,0.19,0.39,0.48,0.78,0.98
08/01/17,0.18,0.38,0.47,0.78,0.98
07/31/17,0.17,0.35,0.48,0.8,1
07/28/17,0.15,0.34,0.47,0.79,0.99
07/27/17,0.16,0.35,0.49,0.82,1.02
07/26/17,0.17,0.35,0.49,0.8,1
07/25/17,0.23,0.39,0.52,0.83,1.03
07/24/17,0.21,0.39,0.48,0.78,0.97
07/21/17,0.19,0.34,0.48,0.78,0.96
07/20/17,0.2,0.37,0.5,0.8,0.98
07/19/17,0.18,0.38,0.51,0.8,0.96
07/18/17,0.2,0.38,0.51,0.8,0.97
07/17/17,0.22,0.41,0.54,0.83,1
07/14/17,0.25,0.45,0.57,0.86,1.03
07/13/17,0.25,0.43,0.58,0.87,1.03
07/12/17,0.25,0.44,0.57,0.85,1.01
07/11/17,0.31,0.51,0.62,0.89,1.05
07/10/17,0.33,0.52,0.66,0.92,1.07
07/07/17,0.32,0.52,0.66,0.92,1.06
07/06/17,0.28,0.48,0.61,0.87,1.02
07/05/17,0.27,0.48,0.58,0.83,0.98
07/03/17,0.27,0.47,0.6,0.86,1
06/30/17,0.26,0.45,0.58,0.84,0.99
06/29/17,0.23,0.43,0.55,0.81,0.96
06/28/17,0.16,0.35,0.49,0.76,0.92
06/27/17,0.21,0.38,0.5,0.76,0.92
06/26/17,0.16,0.3,0.43,0.7,0.86
06/23/17,0.18,0.34,0.45,0.71,0.87
06/22/17,0.19,0.36,0.46,0.72,0.88
